"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"Norway","Norway","Krone (1875-date)","0.05","KM# 405","N# 1426","5 Øre - Olav V","Standard circulation coin","1958-1973","Round","Bronze (97% Cu, 2.5% Zn, 0.5% Sn)","8","27","1.75","1961","1961","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.05","KM# 415","N# 1427","5 Øre - Olav V","Standard circulation coin","1973-1982","Round","Bronze (97% Cu, 2.5% Zn, 0.5% Sn)","3","18.9","1.5","1975","1975","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.1","KM# 411","N# 1428","10 Øre - Olav V (large letters)","Standard circulation coin","1959-1973","Round","Copper-nickel (75% Cu, 25% Ni)","1.5","15","1.23","1969","1969","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.1","KM# 416","N# 1429","10 Øre - Olav V","Standard circulation coin","1974-1991","Round","Copper-nickel (75% Cu, 25% Ni)","1.5","15","1.23","1978","1978","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.25","KM# 407","N# 1431","25 Øre - Olav V","Standard circulation coin","1958-1973","Round","Copper-nickel (75% Cu, 25% Ni)","2.33","17","1.44","1969","1969","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.25","KM# 417","N# 3704","25 Øre - Olav V","Standard circulation coin","1974-1982","Round","Copper-nickel (75% Cu, 25% Ni)","2.4","17","1.42","1975","1975","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.5","KM# 408","N# 1438","50 Øre - Olav V","Standard circulation coin","1958-1973","Round","Copper-nickel (75% Cu, 25% Ni)","4.8","22","1.64","1969","1969","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.5","KM# 418","N# 1439","50 Øre - Olav V","Standard circulation coin","1974-1996","Round","Copper-nickel (75% Cu, 25% Ni)","4.8","22","1.63","1978","1978","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","1","KM# 409","N# 2399","1 Krone - Olav V","Standard circulation coin","1958-1973","Round","Copper-nickel (75% Cu, 25% Ni)","7","25","1.77","1965","1965","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","1","KM# 419","N# 984","1 Krone - Olav V","Standard circulation coin","1974-1991","Round","Copper-nickel (75% Cu, 25% Ni)","7","25","1.8","1978","1978","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","1","KM# 462","N# 1444","1 Krone - Harald V","Standard circulation coin","1997-2016","Round with a hole","Copper-nickel (75 % Cu, 25 % Ni)","4.35","21","1.66","1997","1997","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","10","KM# 427","N# 2398","10 Kroner - Olav V","Standard circulation coin","1983-1991","Round","Nickel silver (81% Cu, 10% Zn, 9% Ni)","9","24","2.8","1986","1986","","1","VF","Europe",""
"Pakistan","Pakistan","Rupee (decimalized, 1961-date)","5","KM# 65","N# 5204","5 Rupees","Standard circulation coin","2002-2006","Round","Copper-nickel","6.5","24","2.1","2004","2004","","1","VF","World Coins / Other",""
"Panama","Panama","Balboa (1904-date)","0.1","KM# 127","N# 2851","1/10 Balboa","Standard circulation coin","1996-2019","Round","Copper-nickel clad copper","2.27","17.9","1.35","2008","2008","","1","VF","South America / Caribbean",""
"Papua New Guinea","Papua New Guinea","Kina (1975-date)","0.1","KM# 4a","N# 9796","10 Toea - Elizabeth II","Standard circulation coin","2002-2018","Round","Nickel plated steel","5.16","23.72","1.84","2010","2010","","1","AU","North America / Oceania",""
"Papua New Guinea","Papua New Guinea","Kina (1975-date)","0.2","KM# 5a","N# 5560","20 Toea - Elizabeth II","Standard circulation coin","2004-2010","Round","Nickel plated steel","10.13","28.65","2.36","2010","2010","","1","XF","North America / Oceania",""
"Papua New Guinea","Papua New Guinea","Kina (1975-date)","1","KM# 6b","N# 9798","1 Kina - Elizabeth II","Standard circulation coin","2005-2010","Round with a hole","Nickel plated steel","11.13","30","2.2","2009","2009","","1","XF","North America / Oceania",""
"Paraguay","Paraguay","Guarani (1944-date)","1000","KM# 198","N# 9762","1000 Guaraníes","Standard circulation coin","2006-2018","Round","Nickel-steel","6.07","25","1.85","2008","2008","","1","XF","South America / Caribbean",""
"Peru","Peru","Nuevo sol (1991-2015) / Sol (2016-date)","0.1","KM# 305","N# 2446","10 Céntimos","Standard circulation coin","1991-2021","Round","Brass","3.43","20.5","1.4","2001","2001","LIMA","1","VF","South America / Caribbean",""
"Philippines","Philippines","Piso (1967-date)","0.05","KM# 268","N# 1684","5 Sentimo","Standard circulation coin","1995-2017","Round with a hole","Copper plated steel","1.9","15.5","1.52","2009","2009","","1","XF","World Coins / Other",""
"Philippines","Philippines","Piso (1967-date)","0.5","KM# 242","N# 2461","50 Sentimo","Standard circulation coin","1983-1990","Round","Copper-nickel","6","25","1.62","1984","1984","","1","VF","World Coins / Other",""
"Philippines","Philippines","Piso (1967-date)","1","KM# 269a","N# 17107","1 Piso (Magnetic)","Standard circulation coin","2003-2017","Round","Nickel plated steel","5.35","24","1.9","2012","2012","ᜉᜒ","1","VF","World Coins / Other",""
"Poland","Poland","Fourth złoty (1995-date)","0.01","Y# 276","N# 526","1 Grosz (non-magnetic)","Standard circulation coin","1990-2014","Round","Manganese-brass","1.6","15.5","1.2","2010","2010","MW","1","VF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","0.01","Y# 923","N# 60274","1 Grosz (magnetic)","Standard circulation coin","2013-2021","Round","Brass plated steel","1.64","15.5","1.2","2017","2017","MW","1","VF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","0.02","Y# 277","N# 525","2 Grosze (non-magnetic)","Standard circulation coin","1990-2014","Round","Manganese-brass","2.1","17.5","1.2","2012","2012","MW","1","VF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","0.02","Y# 924","N# 61885","2 Grosze (magnetic)","Standard circulation coin","2013-2020","Round","Brass plated steel","2.13","17.5","1.2","2016","2016","","1","VF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","0.05","Y# 925","N# 61644","5 Groszy (magnetic)","Standard circulation coin","2013-2021","Round","Brass plated steel","2.59","19.5","1.3","2019","2019","MW","1","XF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","0.1","Y# 279","N# 523","10 Groszy","Standard circulation coin","1990-2016","Round","Copper-nickel","2.51","16.3","1.6","1998","1998","MW","1","XF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","1","Y# 282","N# 520","1 Złoty","Standard circulation coin","1990-2016","Round","Copper-nickel","5","23","1.6","2014","2014","MW","1","VF","Europe",""
"Poland","Poland","Fourth złoty (1995-date)","2","Y# 283","N# 518","2 Złote","Standard circulation coin","1994-2021","Round","Bimetallic: copper-nickel center in aluminium-bronze ring","5.21","21.5","1.97","1995","1995","MW","1","XF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.1","KM# 583","N# 1236","10 Centavos","Standard circulation coin","1942-1969","Round","Bronze","1.99","17.5","1.12","1968","1968","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.1","KM# 594","N# 1366","10 Centavos","Standard circulation coin","1969-1979","Round","Aluminium","0.5","15","1.36","1971","1971","","1","F","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.1","KM# 594","N# 1366","10 Centavos","Standard circulation coin","1969-1979","Round","Aluminium","0.5","15","1.36","1975","1975","","1","VG","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.2","KM# 584","N# 1237","20 Centavos","Standard circulation coin","1942-1969","Round","Bronze","3","20.2","1.17","1969","1969","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.2","KM# 595","N# 3282","20 Centavos","Standard circulation coin","1969-1974","Round","Bronze","1.84","16","1.15","1974","1974","","1","F","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.5","KM# 577","N# 991","50 Centavos","Standard circulation coin","1927-1968","Round","Copper-nickel","4.62","23","1.53","1966","1966","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","0.5","KM# 596","N# 776","50 Centavos","Standard circulation coin","1969-1979","Round","Bronze","4.5","22.5","1.5","1974","1974","","1","VG","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","1","KM# 578","N# 907","1 Escudo","Standard circulation coin","1927-1968","Round","Copper-nickel","8","26.5","1.75","1962","1962","","1","XF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","1","KM# 597","N# 775","1 Escudo","Standard circulation coin","1969-1979","Round","Bronze","8","26","2.03","1973","1973","","1","F","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","1","KM# 614","N# 11952","1 Escudo","Standard circulation coin","1981-1986","Round","Nickel brass","3","18","1.63","1984","1984","","1","F","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","1","KM# 631","N# 1241","1 Escudo","Standard circulation coin","1986-2001","Round","Nickel brass","1.69","16","1.2","1995","1995","","1","AU","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","2.5","KM# 590","N# 774","2.50 Escudos","Standard circulation coin","1963-1985","Round","Copper-nickel","3.5","20","1.5","1976","1976","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","2.5","KM# 590","N# 774","2.50 Escudos","Standard circulation coin","1963-1985","Round","Copper-nickel","3.5","20","1.5","1984","1984","","1","VG","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","5","KM# 591","N# 772","5 Escudos","Standard circulation coin","1963-1986","Round","Copper-nickel","7","24.5","2.02","1975","1975","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","5","KM# 632","N# 773","5 Escudos","Standard circulation coin","1986-2001","Round","Nickel brass","5.25","21.1","2","1997","1997","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","10","KM# 633","N# 771","10 Escudos","Standard circulation coin","1986-2001","Round","Nickel brass","7.5","23.5","2.3","1988","1988","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","20","KM# 634","N# 1243","20 Escudos","Standard circulation coin","1986-2001","Round","Copper-nickel","6.9","26.5","1.64","1986","1986","INCM","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","25","KM# 607a","N# 2384","25 Escudos","Standard circulation coin","1980-1986","Round","Copper-nickel","10.8","28.5","2.25","1980","1980","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","50","KM# 636","N# 770","50 Escudos","Standard circulation coin","1986-2001","Round","Copper-nickel","9.41","31","1.65","1987","1987","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","100","KM# 645","N# 1242","100 Escudos","Standard circulation coin","1989-2001","Round","Bimetallic: aluminium-bronze center in copper-nickel ring","8.3","25.5","2.5","1989","1989","","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","200","KM# 655","N# 1238","200 Escudos","Standard circulation coin","1991-2001","Round","Bimetallic: copper-nickel center in aluminium-bronze ring","9.8","28","2.2","1999","1999","INCM","1","VF","Europe",""
"Portugal","Portugal","Escudo (1911-2001)","200","KM# 662","N# 9835","200 Escudos (XXV Olympic Games)","Circulating commemorative coin","1992","Round","Copper-nickel","21.1","36","2.8","1992","1992","INCM","1","XF","Europe",""
"Portugal","Portugal","Euro (2002-date)","0.05","KM# 742","N# 155","5 Euro Cent","Standard circulation coin","2002-2021","Round","Copper plated steel","3.92","21.25","1.67","2002","2002","INCM","1","VF","Euro Booklet",""
"Portugal","Portugal","Euro (2002-date)","0.5","KM# 745","N# 158","50 Euro Cent (1st map)","Standard circulation coin","2002-2007","Round","Nordic gold","7.8","24.25","2.38","2002","2002","INCM","1","VF","Euro Booklet",""
"Qatar","Qatar","Riyal (1973-date)","0.05","KM# 3","N# 4827","5 Dirhams - Khalifah","Standard circulation coin","1973-1978","Round","Bronze (97% copper, 2.5% zinc, 0.5% tin)","3.75","22","1.37","1398","1978","","1","XF","World Coins / Other",""
"Romania","Romania","Third leu (1952-2005)","1","KM# 95","N# 838","1 Leu","Standard circulation coin","1966","Round","Nickel clad steel","5.06","24.6","1.55","1966","1966","","1","F","Europe",""
"Romania","Romania","Third leu (1952-2005)","500","KM# 146","N# 8992","500 Lei (Solar Eclipse)","Circulating commemorative coin","1999","Round","Aluminium","3.6","25","3.2","1999","1999","","1","XF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.01","KM# 189","N# 6270","1 Ban (Eagle without crown)","Standard circulation coin","2005-2017","Round","Brass plated steel","2.4","16.75","1.55","2011","2011","","1","XF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.05","","N# 133817","5 Bani (Eagle with crown)","Standard circulation coin","2018-2021","Round","Copper plated steel","2.81","18.2","1.6","2019","2019","","1","AU","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.1","","N# 133815","10 Bani (Eagle with crown)","Standard circulation coin","2018-2021","Round","Nickel plated steel","4","20.4","1.8","2019","2019","","1","AU","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.5","KM# 192","N# 4768","50 Bani (Eagle without crown)","Standard circulation coin","2005-2017","Round","Nickel brass","6.1","23.75","1.9","2015","2015","","1","VF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.5","KM# 337","N# 73925","50 Bani (Redenomination of the Leu)","Circulating commemorative coin","2015-2016","Round","Nickel brass","6.1","23.75","1.9","2015","2015","","1","VF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.5","KM# 362","N# 115106","50 Bani (European Union)","Circulating commemorative coin","2017","Round","Nickel brass","6.1","23.75","1.9","2017","2017","","1","VF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.5","","N# 133816","50 Bani (Eagle with crown)","Standard circulation coin","2018-2021","Round","Nickel brass","6.1","23.75","1.9","2019","2019","","1","XF","Europe",""
"Romania","Romania","Fourth leu (2005-date)","0.5","","N# 188931","50 Bani  (30 years since the Romanian Revolution of December 1989)","Circulating commemorative coin","2019","Round","Nickel brass","6.1","23.75","1.9","2019","2019","","1","AU","Europe",""
"Russia","Russia","Ruble (1991-1997)","1","Y# 311","N# 3092","1 Ruble","Standard circulation coin","1992","Round","Brass clad steel","3.3","19.5","1.75","1992","1992","М","1","VF","Europe",""
"Russia","Russia","Ruble (1991-1997)","5","Y# 312","N# 3266","5 Rubles","Standard circulation coin","1992","Round","Brass clad steel","4.1","21.9","1.75","1992","1992","Л","1","VF","Europe",""
"Russia","Russia","Ruble (1991-1997)","10","Y# 313a","N# 11118","10 Rubles (magnetic; smooth edge)","Standard circulation coin","1992-1993","Round","Copper-nickel clad steel","3.5","21.1","1.45","1993","1993","ММД","1","XF","Europe",""
"Russia","Russia","Ruble (1991-1997)","100","Y# 338","N# 6693","100 Rubles","Standard circulation coin","1993","Round","Nickel brass","7.45","27","1.9","1993","1993","ЛМД","1","AU","Europe",""
"Russia","Russia","Ruble (1998-date)","0.01","Y# 600","N# 1220","1 Kopeck","Standard circulation coin","1997-2017","Round","Copper-nickel clad steel","1.5","15.5","1.25","1998","1998","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","0.01","Y# 600","N# 1220","1 Kopeck","Standard circulation coin","1997-2017","Round","Copper-nickel clad steel","1.5","15.5","1.25","2004","2004","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","0.05","Y# 601","N# 1218","5 Kopecks","Standard circulation coin","1997-2017","Round","Copper-nickel clad steel","2.6","18.5","1.45","2005","2005","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","0.1","Y# 602","N# 1728","10 Kopecks (non-magnetic; reeded edge)","Standard circulation coin","1997-2006","Round","Brass","1.95","17.5","1.25","2003","2003","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","0.5","Y# 603","N# 1729","50 Kopecks (non-magnetic; reeded edge)","Standard circulation coin","1997-2006","Round","Brass","2.9","19.5","1.5","2004","2004","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","0.5","Y# 603a","N# 4580","50 Kopecks (magnetic; smooth edge)","Standard circulation coin","2006-2015","Round","Brass clad steel","2.75","19.5","1.5","2010","2010","М","1","XF","Europe",""
"Russia","Russia","Ruble (1998-date)","1","Y# 833","N# 2088","1 Ruble (curved ""БАНК РОССИИ"" under Eagle; non-magnetic)","Standard circulation coin","2002-2009","Round","Nickel brass","3.25","20.5","1.5","2008","2008","ММД","1","VF","Europe",""
"Russia","Russia","Ruble (1998-date)","1","Y# 833a","N# 24546","1 Ruble (curved ""БАНК РОССИИ"" under Eagle; magnetic)","Standard circulation coin","2009-2015","Round","Nickel plated steel","3","20.5","1.5","2013","2013","ММД","1","AU","Europe",""
